Lat,Log
33.96705947,-84.13451284
33.95966163,-84.14208034
33.95595998,-84.14311601
33.95311891,-84.15067523
33.94800353,-84.16373058
33.94458988,-84.16888496
33.94546825,-84.20768139
33.93977576,-84.21592431
33.93465353,-84.22794173
33.93237755,-84.23721069
33.92953164,-84.24922516
33.92327278,-84.25459172
33.92085168,-84.25785274
33.90932588,-84.26631693
33.9049237,-84.2801946
