Lat,Log
33.97552561,-84.15306818
33.97952245,-84.1630236
33.973836,-84.17367919
33.9561954,-84.19464767
33.95154439,-84.19771198
33.94917415,-84.20026433
33.94257129,-84.20934917
33.93664495,-84.21547303
33.93308725,-84.22547639
33.9310539,-84.23394793
33.93054612,-84.23711191
33.92233113,-84.25517809
33.92038339,-84.2577297
33.9057495,-84.27879516
