Start Lat,Start Long,End Lat,End Long
34.03634,-84.28077,34.03621,-84.28066
34.03621,-84.28066,34.03603,-84.2805
34.03603,-84.2805,34.03586,-84.28033
34.03586,-84.28033,34.03581,-84.28027
34.03581,-84.28027,34.03569,-84.28015
34.03569,-84.28015,34.03556,-84.27994
34.03556,-84.27994,34.03538,-84.27958
34.03538,-84.27958,34.03528,-84.27924
34.03528,-84.27924,34.03527,-84.27918
34.03527,-84.27918,34.03523,-84.279
34.03523,-84.279,34.03522,-84.27892
34.03522,-84.27892,34.03515,-84.27855
34.03515,-84.27855,34.03513,-84.27841
34.03513,-84.27841,34.0351,-84.27818
34.0351,-84.27818,34.03506,-84.27789
34.03506,-84.27789,34.03503,-84.27772
34.03503,-84.27772,34.03497,-84.27734
34.03497,-84.27734,34.0349,-84.27691
34.0349,-84.27691,34.03481,-84.27634
34.03481,-84.27634,34.03471,-84.27573
34.03471,-84.27573,34.03467,-84.27556
34.03467,-84.27556,34.03461,-84.27526
34.03461,-84.27526,34.03459,-84.27517
34.03459,-84.27517,34.03451,-84.27489
34.03451,-84.27489,34.03439,-84.27448
34.03439,-84.27448,34.03425,-84.27414
34.03425,-84.27414,34.03415,-84.2739
34.03415,-84.2739,34.03404,-84.27368
34.03404,-84.27368,34.03383,-84.27329
34.03383,-84.27329,34.03352,-84.27275
34.03352,-84.27275,34.03337,-84.2725
34.03337,-84.2725,34.03324,-84.2723
34.03324,-84.2723,34.03319,-84.27223
34.03319,-84.27223,34.03301,-84.27197
34.03301,-84.27197,34.03287,-84.27178
34.03287,-84.27178,34.03268,-84.27155
34.03268,-84.27155,34.03242,-84.27128
34.03242,-84.27128,34.03237,-84.27124
34.03237,-84.27124,34.03213,-84.27104
34.03213,-84.27104,34.03194,-84.2709
34.03194,-84.2709,34.03164,-84.27074
34.03164,-84.27074,34.0315,-84.27068
34.0315,-84.27068,34.03145,-84.27066
34.03145,-84.27066,34.03121,-84.27056
34.03121,-84.27056,34.03097,-84.27047
34.03097,-84.27047,34.03044,-84.27026
34.03044,-84.27026,34.03037,-84.27023
34.03037,-84.27023,34.02986,-84.27004
34.02986,-84.27004,34.02979,-84.27001
34.02979,-84.27001,34.02952,-84.26989
34.02952,-84.26989,34.02937,-84.26982
34.02937,-84.26982,34.02931,-84.26979
34.02931,-84.26979,34.02887,-84.26961
34.02887,-84.26961,34.02879,-84.26958
34.02879,-84.26958,34.02864,-84.26953
34.02864,-84.26953,34.02845,-84.26947
34.02845,-84.26947,34.02812,-84.26939
34.02812,-84.26939,34.02777,-84.26931
34.02777,-84.26931,34.02759,-84.26929
34.02759,-84.26929,34.02743,-84.26928
34.02743,-84.26928,34.02733,-84.26928
34.02733,-84.26928,34.02712,-84.26927
34.02712,-84.26927,34.02689,-84.26926
34.02689,-84.26926,34.02685,-84.26926
34.02685,-84.26926,34.02661,-84.26928
34.02661,-84.26928,34.02656,-84.26928
34.02656,-84.26928,34.02636,-84.2693
34.02636,-84.2693,34.02619,-84.26932
34.02619,-84.26932,34.02605,-84.26934
34.02605,-84.26934,34.02601,-84.26935
34.02601,-84.26935,34.02554,-84.26942
34.02554,-84.26942,34.02524,-84.26947
34.02524,-84.26947,34.02465,-84.26956
34.02465,-84.26956,34.02435,-84.2696
34.02435,-84.2696,34.02419,-84.26962
34.02419,-84.26962,34.02396,-84.26964
34.02396,-84.26964,34.02354,-84.26968
34.02354,-84.26968,34.02333,-84.2697
34.02333,-84.2697,34.02328,-84.26971
34.02328,-84.26971,34.02315,-84.26972
34.02315,-84.26972,34.0231,-84.26973
34.0231,-84.26973,34.02303,-84.26974
34.02303,-84.26974,34.02274,-84.26977
34.02274,-84.26977,34.02225,-84.26984
34.02225,-84.26984,34.02189,-84.2699
34.02189,-84.2699,34.02154,-84.26997
34.02154,-84.26997,34.02147,-84.26998
34.02147,-84.26998,34.0214,-84.27
34.0214,-84.27,34.02147,-84.26998
34.02147,-84.26998,34.02154,-84.26997
34.02154,-84.26997,34.02189,-84.2699
34.02189,-84.2699,34.02225,-84.26984
34.02225,-84.26984,34.02274,-84.26977
34.02274,-84.26977,34.02303,-84.26974
34.02303,-84.26974,34.0231,-84.26973
34.0231,-84.26973,34.02315,-84.26972
34.02315,-84.26972,34.02328,-84.26971
34.02328,-84.26971,34.02333,-84.2697
34.02333,-84.2697,34.02354,-84.26968
34.02354,-84.26968,34.02396,-84.26964
34.02396,-84.26964,34.02419,-84.26962
34.02419,-84.26962,34.02435,-84.2696
34.02435,-84.2696,34.02465,-84.26956
34.02465,-84.26956,34.02524,-84.26947
34.02524,-84.26947,34.02554,-84.26942
34.02554,-84.26942,34.02601,-84.26935
34.02601,-84.26935,34.02605,-84.26934
34.02605,-84.26934,34.02619,-84.26932
34.02619,-84.26932,34.02636,-84.2693
34.02636,-84.2693,34.02656,-84.26928
34.02656,-84.26928,34.02661,-84.26928
34.02661,-84.26928,34.02685,-84.26926
34.02685,-84.26926,34.02689,-84.26926
34.02689,-84.26926,34.02712,-84.26927
34.02712,-84.26927,34.02733,-84.26928
34.02733,-84.26928,34.02743,-84.26928
34.02743,-84.26928,34.02759,-84.26929
34.02759,-84.26929,34.02777,-84.26931
34.02777,-84.26931,34.02812,-84.26939
34.02812,-84.26939,34.02845,-84.26947
34.02845,-84.26947,34.02864,-84.26953
34.02864,-84.26953,34.02879,-84.26958
34.02879,-84.26958,34.02887,-84.26961
34.02887,-84.26961,34.02931,-84.26979
34.02931,-84.26979,34.02937,-84.26982
34.02937,-84.26982,34.02952,-84.26989
34.02952,-84.26989,34.02979,-84.27001
34.02979,-84.27001,34.02986,-84.27004
34.02986,-84.27004,34.03037,-84.27023
34.03037,-84.27023,34.03044,-84.27026
34.03044,-84.27026,34.03097,-84.27047
34.03097,-84.27047,34.03121,-84.27056
34.03121,-84.27056,34.03145,-84.27066
34.03145,-84.27066,34.0315,-84.27068
34.0315,-84.27068,34.03164,-84.27074
34.03164,-84.27074,34.03194,-84.2709
34.03194,-84.2709,34.03213,-84.27104
34.03213,-84.27104,34.03237,-84.27124
34.03237,-84.27124,34.03242,-84.27128
34.03242,-84.27128,34.03268,-84.27155
34.03268,-84.27155,34.03287,-84.27178
34.03287,-84.27178,34.03301,-84.27197
34.03301,-84.27197,34.03319,-84.27223
34.03319,-84.27223,34.03324,-84.2723
34.03324,-84.2723,34.03337,-84.2725
34.03337,-84.2725,34.03352,-84.27275
34.03352,-84.27275,34.03383,-84.27329
34.03383,-84.27329,34.03404,-84.27368
34.03404,-84.27368,34.03415,-84.2739
34.03415,-84.2739,34.03425,-84.27414
34.03425,-84.27414,34.03439,-84.27448
34.03439,-84.27448,34.03451,-84.27489
34.03451,-84.27489,34.03459,-84.27517
34.03459,-84.27517,34.03461,-84.27526
34.03461,-84.27526,34.03467,-84.27556
34.03467,-84.27556,34.03471,-84.27573
34.03471,-84.27573,34.03481,-84.27634
34.03481,-84.27634,34.0349,-84.27691
34.0349,-84.27691,34.03497,-84.27734
34.03497,-84.27734,34.03503,-84.27772
34.03503,-84.27772,34.03506,-84.27789
34.03506,-84.27789,34.0351,-84.27818
34.0351,-84.27818,34.03513,-84.27841
34.03513,-84.27841,34.03515,-84.27855
34.03515,-84.27855,34.03522,-84.27892
34.03522,-84.27892,34.03523,-84.279
34.03523,-84.279,34.03527,-84.27918
34.03527,-84.27918,34.03528,-84.27924
34.03528,-84.27924,34.03538,-84.27958
34.03538,-84.27958,34.03556,-84.27994
34.03556,-84.27994,34.03569,-84.28015
34.03569,-84.28015,34.03581,-84.28027
34.03581,-84.28027,34.03586,-84.28033
34.03586,-84.28033,34.03603,-84.2805
34.03603,-84.2805,34.03621,-84.28066
34.03621,-84.28066,34.03634,-84.28077
34.03634,-84.28077,34.03646,-84.28087
34.03646,-84.28087,34.03652,-84.28091
34.03652,-84.28091,34.03676,-84.28106
34.03676,-84.28106,34.03699,-84.2812
34.03699,-84.2812,34.03704,-84.28123
34.03704,-84.28123,34.03738,-84.28144
34.03738,-84.28144,34.03756,-84.28155
34.03756,-84.28155,34.03813,-84.2819
34.03813,-84.2819,34.03832,-84.28204
34.03832,-84.28204,34.03854,-84.2822
34.03854,-84.2822,34.03862,-84.28225
34.03862,-84.28225,34.03874,-84.28235
34.03874,-84.28235,34.03885,-84.28245
34.03885,-84.28245,34.03898,-84.28258
34.03898,-84.28258,34.03925,-84.28286
34.03925,-84.28286,34.0395,-84.28316
34.0395,-84.28316,34.03955,-84.28323
34.03955,-84.28323,34.03998,-84.28377
34.03998,-84.28377,34.04013,-84.28394
34.04013,-84.28394,34.04028,-84.2841
34.04028,-84.2841,34.0405,-84.28428
34.0405,-84.28428,34.04054,-84.28431
34.04054,-84.28431,34.04076,-84.28446
34.04076,-84.28446,34.04085,-84.28451
34.04085,-84.28451,34.04126,-84.28474
34.0462,-84.22338,34.04606,-84.22352
34.04606,-84.22352,34.046,-84.22358
34.046,-84.22358,34.04592,-84.22366
34.04592,-84.22366,34.04585,-84.22373
34.04585,-84.22373,34.04558,-84.22399
34.04558,-84.22399,34.04534,-84.22423
34.04534,-84.22423,34.04519,-84.22439
34.04519,-84.22439,34.04502,-84.22456
34.04502,-84.22456,34.04473,-84.22484
34.04473,-84.22484,34.04432,-84.22522
34.04432,-84.22522,34.04419,-84.22534
34.04419,-84.22534,34.04401,-84.22551
34.04401,-84.22551,34.04365,-84.22583
34.04365,-84.22583,34.04335,-84.22609
34.04335,-84.22609,34.04329,-84.22615
34.04329,-84.22615,34.04303,-84.22639
34.04303,-84.22639,34.04289,-84.22653
34.04289,-84.22653,34.04267,-84.22675
34.04267,-84.22675,34.04218,-84.22729
34.04218,-84.22729,34.04202,-84.22751
34.04202,-84.22751,34.04199,-84.22755
34.04199,-84.22755,34.04182,-84.22776
34.04182,-84.22776,34.04164,-84.22796
34.04164,-84.22796,34.04142,-84.22825
34.04142,-84.22825,34.04133,-84.22836
34.04133,-84.22836,34.04116,-84.22857
34.04116,-84.22857,34.04108,-84.22866
34.04108,-84.22866,34.04081,-84.22899
34.04081,-84.22899,34.04058,-84.22927
34.04058,-84.22927,34.04052,-84.22935
34.04052,-84.22935,34.04029,-84.22965
34.04029,-84.22965,34.03998,-84.23011
34.03998,-84.23011,34.03984,-84.23032
34.03984,-84.23032,34.03972,-84.2305
34.03972,-84.2305,34.03954,-84.23077
34.03954,-84.23077,34.03938,-84.23102
34.03938,-84.23102,34.03903,-84.23153
34.03903,-84.23153,34.03854,-84.23226
34.03854,-84.23226,34.03795,-84.23314
34.03795,-84.23314,34.0379,-84.23322
34.0379,-84.23322,34.03775,-84.23343
34.03775,-84.23343,34.03763,-84.2336
34.03763,-84.2336,34.03744,-84.23388
34.03744,-84.23388,34.03718,-84.23424
34.03718,-84.23424,34.03698,-84.23454
34.03698,-84.23454,34.03678,-84.23484
34.03678,-84.23484,34.03658,-84.23515
34.03658,-84.23515,34.0364,-84.23543
34.0364,-84.23543,34.0363,-84.23559
34.0363,-84.23559,34.03616,-84.23585
34.03616,-84.23585,34.03607,-84.23603
34.03607,-84.23603,34.03604,-84.2361
34.03604,-84.2361,34.03595,-84.23634
34.03595,-84.23634,34.03587,-84.23653
34.03587,-84.23653,34.03581,-84.23671
34.03581,-84.23671,34.03574,-84.23696
34.03574,-84.23696,34.03572,-84.23707
34.03572,-84.23707,34.03565,-84.23737
34.03565,-84.23737,34.03563,-84.23746
34.03563,-84.23746,34.03558,-84.23768
34.03558,-84.23768,34.0355,-84.23804
34.0355,-84.23804,34.03546,-84.23822
34.03546,-84.23822,34.0354,-84.23848
34.0354,-84.23848,34.03534,-84.23873
34.03534,-84.23873,34.03525,-84.23904
34.03525,-84.23904,34.03524,-84.23909
34.03524,-84.23909,34.03516,-84.23932
34.03516,-84.23932,34.03503,-84.2397
34.03503,-84.2397,34.03486,-84.24004
34.03486,-84.24004,34.03482,-84.24011
34.03482,-84.24011,34.0347,-84.24033
34.0347,-84.24033,34.03463,-84.24046
34.03463,-84.24046,34.03454,-84.2406
34.03454,-84.2406,34.03445,-84.24074
34.03445,-84.24074,34.0343,-84.24096
34.0343,-84.24096,34.03406,-84.24129
34.03406,-84.24129,34.03384,-84.24161
34.03384,-84.24161,34.03344,-84.24218
34.03344,-84.24218,34.03324,-84.24246
34.03324,-84.24246,34.03301,-84.24278
34.03301,-84.24278,34.03283,-84.24304
34.03283,-84.24304,34.03265,-84.24333
34.03265,-84.24333,34.03248,-84.24367
34.03248,-84.24367,34.03212,-84.24449
34.03212,-84.24449,34.03199,-84.24479
34.03199,-84.24479,34.03189,-84.24504
34.03189,-84.24504,34.03181,-84.24524
34.03181,-84.24524,34.03158,-84.24577
34.03158,-84.24577,34.03134,-84.24632
34.03134,-84.24632,34.03121,-84.24661
34.03121,-84.24661,34.03113,-84.2468
34.03113,-84.2468,34.03097,-84.24718
34.03097,-84.24718,34.03086,-84.24745
34.03086,-84.24745,34.03059,-84.24808
34.03059,-84.24808,34.03051,-84.24824
34.03051,-84.24824,34.03049,-84.24829
34.03049,-84.24829,34.03038,-84.2485
34.03038,-84.2485,34.0302,-84.2488
34.0302,-84.2488,34.03,-84.24909
34.03,-84.24909,34.02959,-84.24953
34.02959,-84.24953,34.02948,-84.24963
34.02948,-84.24963,34.02934,-84.24976
34.02934,-84.24976,34.02914,-84.2499
34.02914,-84.2499,34.029,-84.24998
34.029,-84.24998,34.02879,-84.25008
34.02879,-84.25008,34.02863,-84.25015
34.02863,-84.25015,34.02857,-84.25017
34.02857,-84.25017,34.02833,-84.25025
34.02833,-84.25025,34.0281,-84.25032
34.0281,-84.25032,34.02795,-84.25037
34.02795,-84.25037,34.02764,-84.25048
34.02764,-84.25048,34.02728,-84.25061
34.02728,-84.25061,34.02716,-84.25065
34.02716,-84.25065,34.02699,-84.25072
34.02699,-84.25072,34.02693,-84.25074
34.02693,-84.25074,34.02677,-84.25081
34.02677,-84.25081,34.02666,-84.25086
34.02666,-84.25086,34.02644,-84.25096
34.02644,-84.25096,34.02617,-84.25109
34.02617,-84.25109,34.02605,-84.25116
34.02605,-84.25116,34.026,-84.25119
34.026,-84.25119,34.02584,-84.25129
34.02584,-84.25129,34.02569,-84.25141
34.02569,-84.25141,34.02558,-84.25149
34.02558,-84.25149,34.02547,-84.25158
34.02547,-84.25158,34.0254,-84.25164
34.0254,-84.25164,34.02538,-84.25166
34.02538,-84.25166,34.02513,-84.25188
34.02513,-84.25188,34.02493,-84.25204
34.02493,-84.25204,34.02481,-84.25215
34.02481,-84.25215,34.02457,-84.25236
34.02457,-84.25236,34.02434,-84.25258
34.02434,-84.25258,34.02421,-84.25268
34.02421,-84.25268,34.02399,-84.25281
34.02399,-84.25281,34.02385,-84.25288
34.02385,-84.25288,34.02377,-84.2529
34.02377,-84.2529,34.02358,-84.25291
34.02358,-84.25291,34.02347,-84.25291
34.02347,-84.25291,34.02332,-84.25291
34.02332,-84.25291,34.02322,-84.25291
34.02322,-84.25291,34.02289,-84.25285
34.02289,-84.25285,34.02283,-84.25284
34.02283,-84.25284,34.02256,-84.25279
34.02256,-84.25279,34.02234,-84.25278
34.02234,-84.25278,34.02218,-84.2528
34.02218,-84.2528,34.02206,-84.25281
34.02206,-84.25281,34.02186,-84.25285
34.02186,-84.25285,34.02162,-84.25292
34.02162,-84.25292,34.02142,-84.253
34.02142,-84.253,34.02117,-84.25309
34.02117,-84.25309,34.02086,-84.2532
34.02086,-84.2532,34.02041,-84.25336
34.02041,-84.25336,34.02031,-84.25339
34.02031,-84.25339,34.02021,-84.25342
34.02021,-84.25342,34.02019,-84.25342
34.02019,-84.25342,34.02005,-84.25345
34.02005,-84.25345,34.01987,-84.25348
34.01987,-84.25348,34.01955,-84.25348
34.01955,-84.25348,34.01933,-84.25346
34.01933,-84.25346,34.01915,-84.25342
34.01915,-84.25342,34.01898,-84.25336
34.01898,-84.25336,34.01884,-84.25329
34.01884,-84.25329,34.0186,-84.25317
34.0186,-84.25317,34.01829,-84.253
34.01829,-84.253,34.01811,-84.25289
34.01811,-84.25289,34.01707,-84.25222
34.01707,-84.25222,34.01688,-84.25209
34.01688,-84.25209,34.0167,-84.25196
34.0167,-84.25196,34.01652,-84.25183
34.01652,-84.25183,34.01629,-84.25167
34.01629,-84.25167,34.01621,-84.25161
34.01621,-84.25161,34.01601,-84.25146
34.01601,-84.25146,34.01594,-84.25141
34.01594,-84.25141,34.0158,-84.2513
34.0158,-84.2513,34.01564,-84.25118
34.01564,-84.25118,34.01553,-84.25109
34.01553,-84.25109,34.01542,-84.25099
34.01542,-84.25099,34.01531,-84.25089
34.01531,-84.25089,34.01527,-84.25086
34.01527,-84.25086,34.01521,-84.25083
34.01521,-84.25083,34.01512,-84.25082
34.01512,-84.25082,34.01507,-84.25082
34.01507,-84.25082,34.01512,-84.25082
34.01512,-84.25082,34.01521,-84.25083
34.01521,-84.25083,34.01527,-84.25086
34.01527,-84.25086,34.01531,-84.25089
34.01531,-84.25089,34.01542,-84.25099
34.01542,-84.25099,34.01553,-84.25109
34.01553,-84.25109,34.01564,-84.25118
34.01564,-84.25118,34.0158,-84.2513
34.0158,-84.2513,34.01594,-84.25141
34.01594,-84.25141,34.01601,-84.25146
34.01601,-84.25146,34.01621,-84.25161
34.01621,-84.25161,34.01629,-84.25167
34.01629,-84.25167,34.01652,-84.25183
34.01652,-84.25183,34.0167,-84.25196
34.0167,-84.25196,34.01688,-84.25209
34.01688,-84.25209,34.01707,-84.25222
34.01707,-84.25222,34.01811,-84.25289
34.01811,-84.25289,34.01829,-84.253
34.01829,-84.253,34.0186,-84.25317
34.0186,-84.25317,34.01884,-84.25329
34.01884,-84.25329,34.01898,-84.25336
34.01898,-84.25336,34.01915,-84.25342
34.01915,-84.25342,34.01933,-84.25346
34.01933,-84.25346,34.01955,-84.25348
34.01955,-84.25348,34.01987,-84.25348
34.01987,-84.25348,34.02005,-84.25345
34.02005,-84.25345,34.02019,-84.25342
34.02019,-84.25342,34.02021,-84.25342
34.02021,-84.25342,34.02031,-84.25339
34.02031,-84.25339,34.02041,-84.25336
34.02041,-84.25336,34.02086,-84.2532
34.02086,-84.2532,34.02117,-84.25309
34.02117,-84.25309,34.02142,-84.253
34.02142,-84.253,34.02162,-84.25292
34.02162,-84.25292,34.02186,-84.25285
34.02186,-84.25285,34.02206,-84.25281
34.02206,-84.25281,34.02218,-84.2528
34.02218,-84.2528,34.02234,-84.25278
34.02234,-84.25278,34.02256,-84.25279
34.02256,-84.25279,34.02283,-84.25284
34.02283,-84.25284,34.02289,-84.25285
34.02289,-84.25285,34.02322,-84.25291
34.02322,-84.25291,34.02332,-84.25291
34.02332,-84.25291,34.02347,-84.25291
34.02347,-84.25291,34.02358,-84.25291
34.02358,-84.25291,34.02377,-84.2529
34.02377,-84.2529,34.02385,-84.25288
34.02385,-84.25288,34.02399,-84.25281
34.02399,-84.25281,34.02421,-84.25268
34.02421,-84.25268,34.02434,-84.25258
34.02434,-84.25258,34.02457,-84.25236
34.02457,-84.25236,34.02481,-84.25215
34.02481,-84.25215,34.02493,-84.25204
34.02493,-84.25204,34.02513,-84.25188
34.02513,-84.25188,34.02538,-84.25166
34.02538,-84.25166,34.0254,-84.25164
34.0254,-84.25164,34.02547,-84.25158
34.02547,-84.25158,34.02558,-84.25149
34.02558,-84.25149,34.02569,-84.25141
34.02569,-84.25141,34.02584,-84.25129
34.02584,-84.25129,34.026,-84.25119
34.026,-84.25119,34.02605,-84.25116
34.02605,-84.25116,34.02617,-84.25109
34.02617,-84.25109,34.02644,-84.25096
34.02644,-84.25096,34.02666,-84.25086
34.02666,-84.25086,34.02677,-84.25081
34.02677,-84.25081,34.02693,-84.25074
34.02693,-84.25074,34.02699,-84.25072
34.02699,-84.25072,34.02716,-84.25065
34.02716,-84.25065,34.02728,-84.25061
34.02728,-84.25061,34.02764,-84.25048
34.02764,-84.25048,34.02795,-84.25037
34.02795,-84.25037,34.0281,-84.25032
34.0281,-84.25032,34.02833,-84.25025
34.02833,-84.25025,34.02857,-84.25017
34.02857,-84.25017,34.02863,-84.25015
34.02863,-84.25015,34.02879,-84.25008
34.02879,-84.25008,34.029,-84.24998
34.029,-84.24998,34.02914,-84.2499
34.02914,-84.2499,34.02934,-84.24976
34.02934,-84.24976,34.02948,-84.24963
34.02948,-84.24963,34.02959,-84.24953
34.02959,-84.24953,34.03,-84.24909
34.03,-84.24909,34.0302,-84.2488
34.0302,-84.2488,34.03038,-84.2485
34.03038,-84.2485,34.03049,-84.24829
34.03049,-84.24829,34.03051,-84.24824
34.03051,-84.24824,34.03059,-84.24808
34.03059,-84.24808,34.03086,-84.24745
34.03086,-84.24745,34.03097,-84.24718
34.03097,-84.24718,34.03113,-84.2468
34.03113,-84.2468,34.03121,-84.24661
34.03121,-84.24661,34.03134,-84.24632
34.03134,-84.24632,34.03158,-84.24577
34.03158,-84.24577,34.03181,-84.24524
34.03181,-84.24524,34.03189,-84.24504
34.03189,-84.24504,34.03199,-84.24479
34.03199,-84.24479,34.03212,-84.24449
34.03212,-84.24449,34.03248,-84.24367
34.03248,-84.24367,34.03265,-84.24333
34.03265,-84.24333,34.03283,-84.24304
34.03283,-84.24304,34.03301,-84.24278
34.03301,-84.24278,34.03324,-84.24246
34.03324,-84.24246,34.03344,-84.24218
34.03344,-84.24218,34.03384,-84.24161
34.03384,-84.24161,34.03406,-84.24129
34.03406,-84.24129,34.0343,-84.24096
34.0343,-84.24096,34.03445,-84.24074
34.03445,-84.24074,34.03454,-84.2406
34.03454,-84.2406,34.03463,-84.24046
34.03463,-84.24046,34.0347,-84.24033
34.0347,-84.24033,34.03482,-84.24011
34.03482,-84.24011,34.03486,-84.24004
34.03486,-84.24004,34.03503,-84.2397
34.03503,-84.2397,34.03516,-84.23932
34.03516,-84.23932,34.03524,-84.23909
34.03524,-84.23909,34.03525,-84.23904
34.03525,-84.23904,34.03534,-84.23873
34.03534,-84.23873,34.0354,-84.23848
34.0354,-84.23848,34.03546,-84.23822
34.03546,-84.23822,34.0355,-84.23804
34.0355,-84.23804,34.03558,-84.23768
34.03558,-84.23768,34.03563,-84.23746
34.03563,-84.23746,34.03565,-84.23737
34.03565,-84.23737,34.03572,-84.23707
34.03572,-84.23707,34.03574,-84.23696
34.03574,-84.23696,34.03581,-84.23671
34.03581,-84.23671,34.03587,-84.23653
34.03587,-84.23653,34.03595,-84.23634
34.03595,-84.23634,34.03604,-84.2361
34.03604,-84.2361,34.03607,-84.23603
34.03607,-84.23603,34.03616,-84.23585
34.03616,-84.23585,34.0363,-84.23559
34.0363,-84.23559,34.0364,-84.23543
34.0364,-84.23543,34.03658,-84.23515
34.03658,-84.23515,34.03678,-84.23484
34.03678,-84.23484,34.03698,-84.23454
34.03698,-84.23454,34.03718,-84.23424
34.03718,-84.23424,34.03744,-84.23388
34.03744,-84.23388,34.03763,-84.2336
34.03763,-84.2336,34.03775,-84.23343
34.03775,-84.23343,34.0379,-84.23322
34.0379,-84.23322,34.03795,-84.23314
34.03795,-84.23314,34.03854,-84.23226
34.03854,-84.23226,34.03903,-84.23153
34.03903,-84.23153,34.03938,-84.23102
34.03938,-84.23102,34.03954,-84.23077
34.03954,-84.23077,34.03972,-84.2305
34.03972,-84.2305,34.03984,-84.23032
34.03984,-84.23032,34.03998,-84.23011
34.03998,-84.23011,34.04029,-84.22965
34.04029,-84.22965,34.04052,-84.22935
34.04052,-84.22935,34.04058,-84.22927
34.04058,-84.22927,34.04081,-84.22899
34.04081,-84.22899,34.04108,-84.22866
34.04108,-84.22866,34.04116,-84.22857
34.04116,-84.22857,34.04133,-84.22836
34.04133,-84.22836,34.04142,-84.22825
34.04142,-84.22825,34.04164,-84.22796
34.04164,-84.22796,34.04182,-84.22776
34.04182,-84.22776,34.04199,-84.22755
34.04199,-84.22755,34.04202,-84.22751
34.04202,-84.22751,34.04218,-84.22729
34.04218,-84.22729,34.04267,-84.22675
34.04267,-84.22675,34.04289,-84.22653
34.04289,-84.22653,34.04303,-84.22639
34.04303,-84.22639,34.04329,-84.22615
34.04329,-84.22615,34.04335,-84.22609
34.04335,-84.22609,34.04365,-84.22583
34.04365,-84.22583,34.04401,-84.22551
34.04401,-84.22551,34.04419,-84.22534
34.04419,-84.22534,34.04432,-84.22522
34.04432,-84.22522,34.04473,-84.22484
34.04473,-84.22484,34.04502,-84.22456
34.04502,-84.22456,34.04519,-84.22439
34.04519,-84.22439,34.04534,-84.22423
34.04534,-84.22423,34.04558,-84.22399
34.04558,-84.22399,34.04585,-84.22373
34.04585,-84.22373,34.04592,-84.22366
34.04592,-84.22366,34.046,-84.22358
34.046,-84.22358,34.04606,-84.22352
34.04606,-84.22352,34.0462,-84.22338
34.0462,-84.22338,34.04648,-84.22309
34.04648,-84.22309,34.04658,-84.22291
33.91169,-84.2073,33.91184,-84.20715
33.91184,-84.20715,33.91198,-84.20696
33.91198,-84.20696,33.91202,-84.20688
33.91202,-84.20688,33.91218,-84.20656
33.91218,-84.20656,33.91232,-84.20624
33.91232,-84.20624,33.91234,-84.20619
33.91234,-84.20619,33.91247,-84.20591
33.91247,-84.20591,33.91262,-84.20558
33.91262,-84.20558,33.91271,-84.20539
33.91271,-84.20539,33.91304,-84.20476
33.91304,-84.20476,33.91329,-84.20434
33.91329,-84.20434,33.91357,-84.20392
33.91357,-84.20392,33.91411,-84.20314
33.91411,-84.20314,33.91438,-84.2028
33.91438,-84.2028,33.91461,-84.20252
33.91461,-84.20252,33.91467,-84.20244
33.91467,-84.20244,33.91473,-84.20237
33.91473,-84.20237,33.91478,-84.20236
33.964,-84.10348,33.96399,-84.10351
33.96399,-84.10351,33.96387,-84.10379
33.96387,-84.10379,33.96351,-84.10464
33.96351,-84.10464,33.96334,-84.10505
33.96334,-84.10505,33.963,-84.10592
33.963,-84.10592,33.96267,-84.10679
33.96267,-84.10679,33.96234,-84.10768
33.96234,-84.10768,33.96204,-84.10841
33.96204,-84.10841,33.96192,-84.10871
33.96192,-84.10871,33.96185,-84.10889
33.96185,-84.10889,33.96136,-84.11011
33.96136,-84.11011,33.96057,-84.11203
33.96057,-84.11203,33.96003,-84.11334
33.96003,-84.11334,33.95974,-84.11405
33.95974,-84.11405,33.95961,-84.11438
33.95961,-84.11438,33.95955,-84.1145
33.95955,-84.1145,33.95948,-84.11469
33.95948,-84.11469,33.95935,-84.11504
33.95935,-84.11504,33.95875,-84.1165
33.95875,-84.1165,33.95835,-84.1174
33.95835,-84.1174,33.95791,-84.11838
33.95791,-84.11838,33.95746,-84.11937
33.95746,-84.11937,33.95741,-84.11947
33.95741,-84.11947,33.95666,-84.121
33.95666,-84.121,33.95591,-84.12254
33.95591,-84.12254,33.95583,-84.1227
33.95583,-84.1227,33.95534,-84.12371
33.95534,-84.12371,33.95528,-84.12383
33.95528,-84.12383,33.95499,-84.12442
33.95499,-84.12442,33.9543,-84.12587
33.9543,-84.12587,33.95374,-84.12702
33.95374,-84.12702,33.95347,-84.12759
33.95347,-84.12759,33.95328,-84.12796
33.95328,-84.12796,33.95293,-84.12871
33.95293,-84.12871,33.95233,-84.12991
33.95233,-84.12991,33.95224,-84.13011
33.95224,-84.13011,33.95206,-84.13048
33.95206,-84.13048,33.95186,-84.1309
33.95186,-84.1309,33.9514,-84.13186
33.9514,-84.13186,33.94958,-84.13561
33.94958,-84.13561,33.94929,-84.13622
33.94929,-84.13622,33.94856,-84.13771
33.94856,-84.13771,33.94846,-84.13793
33.94846,-84.13793,33.94831,-84.13824
33.94831,-84.13824,33.94824,-84.13839
33.94824,-84.13839,33.94746,-84.13998
33.94746,-84.13998,33.94718,-84.14056
33.94718,-84.14056,33.94677,-84.14143
33.94677,-84.14143,33.94635,-84.14228
33.94635,-84.14228,33.94593,-84.14316
33.94593,-84.14316,33.94537,-84.14433
33.94537,-84.14433,33.94519,-84.14469
